"Activity Date","Process Date","Settle Date","Instrument","Description","Trans Code","Quantity","Price","Amount"
"7/18/2023","7/18/2023","7/19/2023","TSLA","TSLA 7/21/2023 Put $297.50","STO","1","$13.55","$1,354.97"
"7/17/2023","7/17/2023","7/18/2023","TSLA","TSLA 7/21/2023 Put $252.50","BTC","1","$0.91","($91.00)"
"7/17/2023","7/17/2023","7/18/2023","TSLA","TSLA 7/21/2023 Put $272.50","STO","1","$4.50","$449.98"
"7/17/2023","7/17/2023","7/18/2023","TSLA","TSLA 7/21/2023 Put $287.50","STO","1","$11.35","$1,134.98"
"7/17/2023","7/17/2023","7/18/2023","HOOD","HOOD 8/4/2023 Call $15.00","BTC","1","$0.39","($39.00)"
"7/14/2023","7/14/2023","7/17/2023","TSLA","TSLA 7/21/2023 Put $250.00","BTC","1","$1.18","($118.00)"
"7/14/2023","7/14/2023","7/17/2023","TSLA","TSLA 7/21/2023 Put $267.50","BTC","1","$4.40","($440.00)"
"7/14/2023","7/14/2023","7/17/2023","TSLA","TSLA 7/28/2023 Call $350.00","STO","1","$1.19","$118.98"
"7/13/2023","7/13/2023","7/14/2023","TSLA","TSLA 7/21/2023 Put $252.50","STO","1","$3.70","$369.98"
"7/11/2023","7/11/2023","7/12/2023","HOOD","HOOD 7/28/2023 Call $12.00","BTC","1","$0.57","($57.00)"
"7/10/2023","7/10/2023","7/10/2023","COIN","Stock Lending","SLIP","","","$0.01"
"7/10/2023","7/10/2023","7/11/2023","TSLA","TSLA 7/21/2023 Put $250.00","STO","1","$5.30","$529.98"
"7/10/2023","7/10/2023","7/11/2023","TSLA","TSLA 7/21/2023 Put $267.50","STO","1","$11.15","$1,114.98"
"7/7/2023","7/7/2023","7/10/2023","TSLA","TSLA 7/7/2023 Call $265.00","OASGN","1","",""
"7/7/2023","7/7/2023","7/11/2023","TSLA","Tesla
CUSIP: 88160R101
1 TSLA Option Assigned","Sell","100","$265.00","$26,499.77"
"7/7/2023","7/7/2023","7/10/2023","TSLA","TSLA 7/7/2023 Call $270.00","OASGN","2","",""
"7/7/2023","7/7/2023","7/11/2023","TSLA","Tesla
CUSIP: 88160R101
2 TSLA Options Assigned","Sell","200","$270.00","$53,999.53"
"7/7/2023","7/7/2023","7/10/2023","HOOD","HOOD 8/4/2023 Call $15.00","STO","1","$0.08","$7.98"
"7/6/2023","7/6/2023","7/7/2023","TSLA","TSLA 7/14/2023 Call $315.00","BTC","1","$0.64","($64.00)"
"7/5/2023","7/5/2023","7/6/2023","","ACH Deposit","ACH","","","$10,000.00"
"6/30/2023","6/30/2023","6/30/2023","","Interest Payment","INT","","","$0.34"
"6/30/2023","6/30/2023","7/3/2023","TSLA","TSLA 8/4/2023 Call $330.00","STO","1","$3.35","$334.98"
"6/29/2023","6/29/2023","6/30/2023","TSLA","TSLA 7/14/2023 Call $315.00","STO","1","$1.05","$104.98"
"6/29/2023","6/29/2023","6/30/2023","TSLA","TSLA 7/14/2023 Call $300.00","BTC","1","$1.84","($184.00)"
"6/29/2023","6/29/2023","6/30/2023","TSLA","TSLA 7/14/2023 Call $315.00","BTC","1","$1.01","($101.00)"
"6/28/2023","6/28/2023","6/29/2023","TSLA","TSLA 7/14/2023 Call $300.00","STO","1","$2.30","$229.98"
"6/28/2023","6/28/2023","6/29/2023","HOOD","HOOD 7/28/2023 Call $12.00","STO","1","$0.10","$9.98"
"6/28/2023","6/28/2023","6/29/2023","TSLA","TSLA 7/7/2023 Call $290.00","BTC","1","$1.94","($194.00)"
"6/28/2023","6/28/2023","6/29/2023","TSLA","TSLA 7/14/2023 Call $315.00","STO","1","$1.21","$120.98"
"6/27/2023","6/27/2023","6/28/2023","TSLA","TSLA 7/21/2023 Call $300.00","STO","1","$2.51","$250.98"
"6/26/2023","6/26/2023","6/27/2023","TSLA","TSLA 6/30/2023 Call $275.00","BTC","1","$0.46","($46.00)"
"6/26/2023","6/26/2023","6/27/2023","TSLA","TSLA 7/7/2023 Call $270.00","STO","1","$3.60","$359.98"
"6/26/2023","6/26/2023","6/27/2023","TSLA","TSLA 6/30/2023 Call $280.00","BTC","1","$0.32","($32.00)"
"6/26/2023","6/26/2023","6/27/2023","TSLA","TSLA 6/30/2023 Call $275.00","STO","1","$0.88","$87.98"
"6/26/2023","6/26/2023","6/27/2023","TSLA","TSLA 7/7/2023 Call $290.00","STO","1","$1.99","$198.98"
"6/23/2023","6/23/2023","6/26/2023","TSLA","Option Expiration for TSLA 6/23/2023 Call $267.50","OEXP","1","",""
"6/23/2023","6/23/2023","6/26/2023","TSLA","TSLA 6/23/2023 Put $267.50","OASGN","1","",""
"6/23/2023","6/23/2023","6/27/2023","TSLA","Tesla
CUSIP: 88160R101
1 TSLA Option Assigned","Buy","100","$267.50","($26,750.00)"
"6/23/2023","6/23/2023","6/26/2023","TSLA","TSLA 6/30/2023 Call $310.00","BTC","1","$0.26","($26.00)"
"6/23/2023","6/23/2023","6/26/2023","TSLA","TSLA 6/23/2023 Call $267.50","STO","1","$0.08","$7.98"
"6/23/2023","6/23/2023","6/26/2023","TSLA","TSLA 6/23/2023 Call $282.50","BTC","1","$0.01","($1.00)"
"6/22/2023","6/22/2023","6/23/2023","TSLA","TSLA 6/23/2023 Call $282.50","STO","1","$0.20","$19.98"
"6/22/2023","6/22/2023","6/23/2023","TSLA","TSLA 6/30/2023 Call $310.00","STO","1","$0.69","$68.98"
"6/22/2023","6/22/2023","6/23/2023","TSLA","TSLA 6/23/2023 Call $287.50","BTC","1","$0.17","($17.00)"
"6/22/2023","6/22/2023","6/23/2023","TSLA","TSLA 6/23/2023 Call $292.50","BTC","1","$0.10","($10.00)"
"6/21/2023","6/21/2023","6/21/2023","","Interest Payment","INT","","","$17.16"
"6/20/2023","6/20/2023","6/21/2023","TSLA","TSLA 6/23/2023 Put $267.50","STO","1","$5.00","$499.98"
"6/20/2023","6/20/2023","6/21/2023","TSLA","TSLA 6/23/2023 Put $265.00","BTC","1","$4.00","($400.00)"
"6/20/2023","6/20/2023","6/21/2023","TSLA","TSLA 6/23/2023 Call $292.50","STO","1","$1.07","$106.98"
"6/20/2023","6/20/2023","6/21/2023","TSLA","TSLA 6/23/2023 Put $265.00","STO","1","$6.20","$619.98"
"6/20/2023","6/20/2023","6/21/2023","TSLA","TSLA 6/23/2023 Put $255.00","BTC","1","$2.35","($235.00)"
"6/20/2023","6/20/2023","6/21/2023","TSLA","TSLA 6/23/2023 Put $255.00","STO","1","$2.91","$290.98"
"6/20/2023","6/20/2023","6/21/2023","TSLA","TSLA 6/23/2023 Call $287.50","STO","1","$1.15","$114.98"
"6/20/2023","6/20/2023","6/21/2023","","ACH Deposit","ACH","","","$2,000.00"
"6/16/2023","6/16/2023","6/20/2023","ABCL","Option Expiration for ABCL 6/16/2023 Call $9.00","OEXP","1","",""
"6/16/2023","6/16/2023","6/20/2023","TSLA","Option Expiration for TSLA 6/16/2023 Call $266.67","OEXP","2","",""
"6/16/2023","6/16/2023","6/20/2023","TSLA","Option Expiration for TSLA 6/16/2023 Put $255.00","OEXP","1","",""
"6/16/2023","6/16/2023","6/20/2023","","ACH Deposit","ACH","","","$2,000.00"
"6/16/2023","6/16/2023","6/20/2023","TSLA","TSLA 6/16/2023 Call $266.67","STO","2","$0.17","$33.98"
"6/16/2023","6/16/2023","6/20/2023","TSLA","TSLA 6/16/2023 Call $270.00","BTC","2","$0.08","($16.00)"
"6/16/2023","6/16/2023","6/20/2023","TSLA","TSLA 6/16/2023 Call $270.00","STO","2","$0.10","$19.98"
"6/16/2023","6/16/2023","6/20/2023","TSLA","TSLA 6/16/2023 Call $275.00","BTC","1","$0.04","($4.00)"
"6/16/2023","6/16/2023","6/20/2023","TSLA","TSLA 6/16/2023 Call $273.33","BTC","1","$0.05","($5.00)"
"6/16/2023","6/16/2023","6/21/2023","PATH","UiPath
CUSIP: 90364P105","Buy","1","$18.40","($18.40)"
"6/16/2023","6/16/2023","6/20/2023","TSLA","TSLA 6/16/2023 Put $255.00","STO","1","$0.34","$33.98"
"6/16/2023","6/16/2023","6/20/2023","HOOD","HOOD 6/16/2023 Call $10.00","BTC","1","$0.14","($14.00)"
"6/15/2023","6/15/2023","6/16/2023","TSLA","TSLA 6/23/2023 Put $200.00","BTC","1","$0.18","($18.00)"
"6/14/2023","6/14/2023","6/15/2023","TSLA","TSLA 6/16/2023 Call $275.00","STO","1","$1.02","$101.98"
"6/14/2023","6/14/2023","6/15/2023","TSLA","TSLA 6/16/2023 Call $290.00","BTC","1","$0.32","($32.00)"
"6/14/2023","6/14/2023","6/15/2023","TSLA","TSLA 6/16/2023 Call $290.00","STO","1","$0.41","$40.98"
"6/13/2023","6/13/2023","6/14/2023","TSLA","TSLA 6/23/2023 Put $200.00","STO","1","$0.22","$21.98"
"6/13/2023","6/13/2023","6/14/2023","ABCL","ABCL 7/21/2023 Call $10.00","STO","1","$0.05","$4.98"
"6/12/2023","6/12/2023","6/13/2023","TSLA","TSLA 6/16/2023 Call $273.33","STO","1","$1.24","$123.98"
"6/9/2023","6/9/2023","6/12/2023","TSLA","TSLA 6/9/2023 Put $247.50","OASGN","1","",""
"6/9/2023","6/9/2023","6/13/2023","TSLA","Tesla
CUSIP: 88160R101
1 TSLA Option Assigned","Buy","100","$247.50","($24,750.00)"
"6/9/2023","6/9/2023","6/12/2023","TSLA","Option Expiration for TSLA 6/9/2023 Call $245.00","OEXP","1","",""
"6/9/2023","6/9/2023","6/12/2023","","ACH Deposit","ACH","","","$10,000.00"
"6/9/2023","6/9/2023","6/12/2023","TSLA","TSLA 6/9/2023 Put $247.50","STO","1","$1.96","$195.98"
"6/9/2023","6/9/2023","6/12/2023","TSLA","TSLA 6/9/2023 Put $245.00","BTC","1","$1.01","($101.00)"
"6/9/2023","6/9/2023","6/12/2023","TSLA","TSLA 6/9/2023 Put $245.00","STO","1","$1.15","$114.98"
"6/9/2023","6/9/2023","6/12/2023","TSLA","TSLA 6/9/2023 Put $220.00","BTC","2","$0.01","($2.00)"
"6/8/2023","6/8/2023","6/8/2023","MSFT","Cash Div: R/D 2023-05-18 P/D 2023-06-08 - 1 shares at 0.68","CDIV","","","$0.68"
"6/8/2023","6/8/2023","6/9/2023","TSLA","TSLA 6/9/2023 Call $245.00","STO","1","$0.38","$37.98"
"6/8/2023","6/8/2023","6/9/2023","TSLA","TSLA 6/9/2023 Put $220.00","STO","1","$0.23","$22.98"
"6/8/2023","6/8/2023","6/9/2023","TSLA","TSLA 6/9/2023 Put $220.00","STO","1","$0.23","$22.98"
"6/8/2023","6/8/2023","6/9/2023","TSLA","TSLA 6/9/2023 Call $245.00","BTC","1","$0.47","($47.00)"
"6/8/2023","6/8/2023","6/9/2023","TSLA","TSLA 6/9/2023 Put $220.00","BTC","1","$0.22","($22.00)"
"6/7/2023","6/7/2023","6/7/2023","COIN","Stock Lending","SLIP","","","$0.01"
"6/7/2023","6/7/2023","6/7/2023","ABCL","Stock Lending","SLIP","","","$0.01"
"6/7/2023","6/7/2023","6/8/2023","TSLA","TSLA 6/9/2023 Put $220.00","STO","1","$1.25","$124.98"
"6/7/2023","6/7/2023","6/8/2023","TSLA","TSLA 6/9/2023 Put $210.00","BTC","1","$0.21","($21.00)"
"6/5/2023","6/5/2023","6/6/2023","TSLA","TSLA 6/9/2023 Call $245.00","STO","1","$0.48","$47.98"
"6/5/2023","6/5/2023","6/6/2023","TSLA","TSLA 6/9/2023 Put $210.00","STO","1","$1.80","$179.98"
"6/2/2023","6/2/2023","6/5/2023","TSLA","Option Expiration for TSLA 6/2/2023 Call $230.00","OEXP","1","",""
"6/2/2023","6/2/2023","6/5/2023","TSLA","Option Expiration for TSLA 6/2/2023 Put $202.50","OEXP","1","",""
"6/2/2023","6/2/2023","6/5/2023","","ACH Deposit","ACH","","","$5,000.00"
"6/2/2023","6/2/2023","6/5/2023","TSLA","TSLA 7/7/2023 Call $270.00","STO","1","$2.20","$219.98"
"6/2/2023","6/2/2023","6/5/2023","TSLA","TSLA 6/30/2023 Call $280.00","STO","1","$1.03","$102.98"
"6/2/2023","6/2/2023","6/5/2023","TSLA","TSLA 6/30/2023 Call $235.00","BTC","1","$5.60","($560.00)"
"6/2/2023","6/2/2023","6/5/2023","TSLA","TSLA 6/30/2023 Call $230.00","BTC","1","$6.85","($685.00)"
"6/1/2023","6/1/2023","6/2/2023","TSLA","TSLA 6/2/2023 Call $230.00","STO","1","$0.06","$5.98"
"6/1/2023","6/1/2023","6/2/2023","TSLA","TSLA 6/2/2023 Put $202.50","STO","1","$1.35","$134.98"
"6/1/2023","6/1/2023","6/2/2023","TSLA","TSLA 6/2/2023 Put $195.00","BTC","1","$0.21","($21.00)"
"6/1/2023","6/1/2023","6/2/2023","TSLA","TSLA 6/30/2023 Call $220.00","BTC","1","$7.35","($735.00)"
"6/1/2023","6/1/2023","6/2/2023","TSLA","TSLA 6/2/2023 Put $195.00","BTC","1","$0.22","($22.00)"
"6/1/2023","6/1/2023","6/2/2023","TSLA","TSLA 6/2/2023 Put $195.00","STO","1","$0.44","$43.98"
"6/1/2023","6/1/2023","6/2/2023","","ACH Deposit","ACH","","","$2,000.00"
"6/1/2023","6/1/2023","6/2/2023","TSLA","TSLA 6/2/2023 Put $195.00","STO","1","$0.67","$66.98"
"6/1/2023","6/1/2023","6/2/2023","TSLA","TSLA 6/2/2023 Put $190.00","BTC","2","$0.20","($40.00)"
"5/31/2023","5/31/2023","5/31/2023","","Interest Payment","INT","","","$31.25"
"5/31/2023","5/31/2023","6/1/2023","TSLA","TSLA 6/2/2023 Put $190.00","STO","1","$1.33","$132.98"
"5/31/2023","5/31/2023","6/1/2023","","ACH Deposit","ACH","","","$1,000.00"
"5/31/2023","5/31/2023","6/1/2023","TSLA","TSLA 6/2/2023 Put $190.00","STO","1","$1.20","$119.98"
"5/31/2023","5/31/2023","6/1/2023","TSLA","TSLA 6/2/2023 Put $185.00","BTC","1","$0.54","($54.00)"
"5/30/2023","5/30/2023","5/31/2023","ABCL","ABCL 6/16/2023 Call $9.00","STO","1","$0.07","$6.98"
"5/30/2023","5/30/2023","5/31/2023","TSLA","TSLA 6/2/2023 Put $185.00","STO","1","$0.72","$71.98"
"5/30/2023","5/30/2023","5/31/2023","TSLA","TSLA 7/7/2023 Call $265.00","STO","1","$1.72","$171.98"
"5/26/2023","5/26/2023","5/30/2023","TSLA","TSLA 6/30/2023 Call $230.00","STO","1","$1.97","$196.98"
"5/25/2023","5/25/2023","5/26/2023","TSLA","TSLA 5/26/2023 Put $172.50","BTC","1","$0.12","($12.00)"
"5/22/2023","5/22/2023","5/23/2023","TSLA","TSLA 6/30/2023 Call $235.00","STO","1","$1.12","$111.98"
"5/22/2023","5/22/2023","5/22/2023","","ACH Deposit","ACH","","","$5,000.00"
"5/22/2023","5/22/2023","5/23/2023","TSLA","TSLA 5/26/2023 Put $172.50","STO","1","$0.57","$56.98"
"5/22/2023","5/22/2023","5/23/2023","TSLA","TSLA 6/30/2023 Call $220.00","STO","1","$1.96","$195.98"
"5/22/2023","5/22/2023","5/23/2023","TSLA","TSLA 6/9/2023 Call $200.00","BTC","1","$2.59","($259.00)"
"5/22/2023","5/22/2023","5/23/2023","TSLA","TSLA 6/16/2023 Call $205.00","BTC","1","$2.72","($272.00)"
"5/22/2023","5/22/2023","5/23/2023","TSLA","TSLA 6/9/2023 Call $195.00","BTC","1","$3.80","($380.00)"
"5/18/2023","5/18/2023","5/19/2023","TSLA","TSLA 6/9/2023 Put $145.00","BTC","1","$0.68","($68.00)"
"5/17/2023","5/17/2023","5/18/2023","TSLA","TSLA 6/16/2023 Call $205.00","STO","1","$1.13","$112.98"
"5/16/2023","5/16/2023","5/18/2023","ABCL","Abcellera Biologics
CUSIP: 00288U106","Sell","100","$5.67","$566.99"
"5/15/2023","5/15/2023","5/16/2023","TSLA","TSLA 6/9/2023 Put $145.00","STO","1","$2.11","$210.98"
"5/10/2023","5/10/2023","5/11/2023","TSLA","TSLA 6/9/2023 Call $200.00","STO","1","$1.22","$121.98"
"5/9/2023","5/9/2023","5/10/2023","TSLA","TSLA 5/12/2023 Put $165.00","BTC","1","$1.63","($163.00)"
"5/8/2023","5/8/2023","5/9/2023","HOOD","HOOD 6/16/2023 Call $10.00","STO","1","$0.26","$25.98"
"5/5/2023","5/5/2023","5/5/2023","COIN","Stock Lending","SLIP","","","$0.01"
"5/5/2023","5/5/2023","5/5/2023","HOOD","Stock Lending","SLIP","","","$0.01"
"5/5/2023","5/5/2023","5/5/2023","ABCL","Stock Lending","SLIP","","","$0.01"
"5/5/2023","5/5/2023","5/8/2023","TSLA","TSLA 6/9/2023 Call $195.00","STO","1","$1.88","$187.98"
"5/5/2023","5/5/2023","5/8/2023","TSLA","TSLA 5/26/2023 Call $190.00","BTC","1","$1.29","($129.00)"
"5/2/2023","5/2/2023","5/4/2023","COIN","Coinbase
CUSIP: 19260Q107","Sell","1","$50.58","$50.58"
"4/28/2023","4/28/2023","4/28/2023","","Interest Payment","INT","","","$13.86"
"4/24/2023","4/24/2023","4/25/2023","TSLA","TSLA 5/26/2023 Call $190.00","STO","1","$1.55","$154.98"
"4/21/2023","4/21/2023","4/24/2023","TSLA","TSLA 5/12/2023 Call $230.00","BTC","1","$0.12","($12.00)"
"4/20/2023","4/20/2023","4/20/2023","","ACH Deposit","ACH","","","$5,000.00"
"4/18/2023","4/18/2023","4/19/2023","TSLA","TSLA 5/5/2023 Call $255.00","BTC","1","$0.22","($22.00)"
"4/18/2023","4/18/2023","4/19/2023","TSLA","TSLA 5/12/2023 Call $230.00","STO","1","$1.13","$112.98"
"4/10/2023","4/10/2023","4/10/2023","COIN","Stock Lending","SLIP","","","$0.01"
"4/10/2023","4/10/2023","4/10/2023","ABCL","Stock Lending","SLIP","","","$0.01"
"4/10/2023","4/10/2023","4/10/2023","","ACH Deposit","ACH","","","$5,000.00"
"4/3/2023","4/3/2023","4/4/2023","TSLA","TSLA 5/12/2023 Put $165.00","STO","1","$4.70","$469.98"
"4/3/2023","4/3/2023","4/4/2023","TSLA","TSLA 4/21/2023 Call $250.00","BTC","1","$0.61","($61.00)"
"4/3/2023","4/3/2023","4/4/2023","TSLA","TSLA 5/19/2023 Call $260.00","BTC","1","$1.80","($180.00)"
"3/31/2023","3/31/2023","3/31/2023","","Interest Payment","INT","","","$10.77"
"3/30/2023","3/30/2023","3/31/2023","TSLA","TSLA 5/5/2023 Call $255.00","STO","1","$1.75","$174.98"
"3/27/2023","3/27/2023","3/27/2023","","ACH Deposit","ACH","","","$2,000.00"
"3/24/2023","3/24/2023","3/27/2023","TSLA","Option Expiration for TSLA 3/24/2023 Put $177.50","OEXP","1","",""
"3/24/2023","3/24/2023","3/27/2023","TSLA","TSLA 3/24/2023 Put $177.50","STO","1","$0.03","$2.98"
"3/21/2023","3/21/2023","3/22/2023","TSLA","TSLA 4/6/2023 Call $260.00","BTC","1","$0.31","($31.00)"
"3/21/2023","3/21/2023","3/22/2023","TSLA","TSLA 4/6/2023 Put $165.00","BTC","1","$1.66","($166.00)"
"3/21/2023","3/21/2023","3/22/2023","TSLA","TSLA 5/19/2023 Call $260.00","STO","1","$3.35","$334.98"
"3/21/2023","3/21/2023","3/23/2023","COIN","Coinbase
CUSIP: 19260Q107","Sell","2","$80.00","$160.00"
"3/21/2023","3/21/2023","3/22/2023","TSLA","TSLA 4/21/2023 Call $250.00","STO","1","$1.36","$135.98"
"3/10/2023","3/10/2023","3/13/2023","TSLA","Option Expiration for TSLA 3/10/2023 Call $197.50","OEXP","1","",""
"3/10/2023","3/10/2023","3/13/2023","TSLA","TSLA 3/24/2023 Call $240.00","BTC","2","$0.12","($24.00)"
"3/10/2023","3/10/2023","3/13/2023","TSLA","TSLA 3/10/2023 Call $197.50","STO","1","$0.01","$0.98"
"3/10/2023","3/10/2023","3/13/2023","TSLA","TSLA 3/24/2023 Call $255.00","BTC","1","$0.07","($7.00)"
"3/9/2023","3/9/2023","3/9/2023","MSFT","Cash Div: R/D 2023-02-16 P/D 2023-03-09 - 1 shares at 0.68","CDIV","","","$0.68"
"3/6/2023","3/6/2023","3/6/2023","COIN","Stock Lending","SLIP","","","$0.01"
"3/6/2023","3/6/2023","3/6/2023","ABCL","Stock Lending","SLIP","","","$0.01"
"3/3/2023","3/3/2023","3/6/2023","TSLA","TSLA 4/6/2023 Call $260.00","STO","1","$1.43","$142.98"
"3/2/2023","3/2/2023","3/3/2023","TSLA","TSLA 4/6/2023 Put $165.00","STO","1","$5.00","$499.98"
"2/28/2023","2/28/2023","2/28/2023","","Interest Payment","INT","","","$14.87"
"2/28/2023","2/28/2023","3/1/2023","TSLA","TSLA 3/3/2023 Call $240.00","BTC","1","$0.41","($41.00)"
"2/27/2023","2/27/2023","2/27/2023","","ACH Deposit","ACH","","","$1,000.00"
"2/27/2023","2/27/2023","2/28/2023","TSLA","TSLA 3/24/2023 Put $145.00","BTC","1","$0.80","($80.00)"
"2/22/2023","2/22/2023","2/23/2023","TSLA","TSLA 3/24/2023 Put $145.00","STO","1","$2.09","$208.98"
"2/22/2023","2/22/2023","2/22/2023","","ACH Deposit","ACH","","","$1,000.00"
"2/9/2023","2/9/2023","2/10/2023","TSLA","TSLA 3/24/2023 Call $255.00","STO","1","$8.07","$806.97"
"2/9/2023","2/9/2023","2/10/2023","TSLA","TSLA 2/17/2023 Call $220.00","BTC","1","$6.57","($657.00)"
"2/9/2023","2/9/2023","2/10/2023","TSLA","TSLA 2/24/2023 Call $215.00","BTC","2","$10.25","($2,050.00)"
"2/9/2023","2/9/2023","2/10/2023","TSLA","TSLA 3/24/2023 Call $240.00","STO","2","$10.75","$2,149.94"
"2/7/2023","2/7/2023","2/7/2023","","ACH Deposit","ACH","","","$1,000.00"
"2/7/2023","2/7/2023","2/9/2023","MSFT","Microsoft
CUSIP: 594918104","Buy","1","$266.12","($266.12)"
"2/6/2023","2/6/2023","2/6/2023","COIN","Stock Lending","SLIP","","","$0.01"
"2/6/2023","2/6/2023","2/6/2023","ABCL","Stock Lending","SLIP","","","$0.01"
"1/31/2023","1/31/2023","1/31/2023","","Interest Payment","INT","","","$11.60"
"1/31/2023","1/31/2023","1/31/2023","","ACH Deposit","ACH","","","$1,000.00"
"1/26/2023","1/26/2023","1/27/2023","TSLA","TSLA 3/3/2023 Call $240.00","STO","1","$0.45","$44.98"
"1/24/2023","1/24/2023","1/26/2023","COIN","Coinbase
CUSIP: 19260Q107","Sell","1","$54.55","$54.55"
"1/20/2023","1/20/2023","1/23/2023","TSLA","Option Expiration for TSLA 1/20/2023 Call $135.00","OEXP","1","",""
"1/20/2023","1/20/2023","1/20/2023","","ACH Deposit","ACH","","","$1,000.00"
"1/20/2023","1/20/2023","1/23/2023","TSLA","TSLA 1/20/2023 Call $135.00","STO","1","$0.06","$5.98"
"1/17/2023","1/17/2023","1/18/2023","TSLA","TSLA 2/17/2023 Call $220.00","STO","1","$0.26","$25.98"
"1/17/2023","1/17/2023","1/18/2023","TSLA","TSLA 2/24/2023 Call $215.00","STO","1","$0.37","$36.98"
"1/17/2023","1/17/2023","1/18/2023","TSLA","TSLA 2/24/2023 Call $215.00","STO","1","$0.36","$35.98"
"1/13/2023","1/13/2023","1/17/2023","TSLA","Option Expiration for TSLA 1/13/2023 Call $205.00","OEXP","1","",""
"1/13/2023","1/13/2023","1/17/2023","TSLA","Option Expiration for TSLA 1/13/2023 Put $114.00","OEXP","1","",""
"1/13/2023","1/13/2023","1/17/2023","TSLA","TSLA 1/13/2023 Put $114.00","STO","1","$0.04","$3.98"
"1/10/2023","1/10/2023","1/11/2023","TSLA","TSLA 1/27/2023 Put $55.00","BTC","2","$0.06","($12.00)"
"1/6/2023","1/6/2023","1/9/2023","TSLA","Option Expiration for TSLA 1/6/2023 Call $205.00","OEXP","1","",""
"1/6/2023","1/6/2023","1/6/2023","COIN","Stock Lending","SLIP","","","$0.01"
"1/6/2023","1/6/2023","1/6/2023","ABCL","Stock Lending","SLIP","","","$0.01"
"12/30/2022","12/30/2022","12/30/2022","","Interest Payment","INT","","","$10.89"
"12/28/2022","12/28/2022","12/29/2022","TSLA","TSLA 12/30/2022 Put $145.00","OASGN","1","",""
"12/28/2022","12/28/2022","12/30/2022","TSLA","Tesla
CUSIP: 88160R101
1 TSLA Option Assigned","Buy","100","$145.00","($14,500.00)"
"12/28/2022","12/28/2022","12/29/2022","TSLA","TSLA 1/27/2023 Put $55.00","STO","1","$0.49","$48.98"
"12/27/2022","12/27/2022","12/27/2022","","ACH Deposit","ACH","","","$1,000.00"
"12/23/2022","12/23/2022","12/27/2022","TSLA","TSLA 1/27/2023 Put $55.00","STO","1","$0.35","$34.98"
"12/23/2022","12/23/2022","12/23/2022","","ACH Deposit","ACH","","","$2,000.00"
"12/20/2022","12/20/2022","12/21/2022","TSLA","TSLA 1/6/2023 Call $205.00","STO","1","$0.34","$33.98"
"12/20/2022","12/20/2022","12/21/2022","TSLA","TSLA 1/13/2023 Call $205.00","STO","1","$0.60","$59.98"
"12/16/2022","12/16/2022","12/19/2022","ABCL","Option Expiration for ABCL 12/16/2022 Call $18.00","OEXP","5","",""
"12/16/2022","12/16/2022","12/19/2022","ABCL","Option Expiration for ABCL 12/16/2022 Call $19.00","OEXP","1","",""
"12/13/2022","12/13/2022","12/14/2022","TSLA","TSLA 12/30/2022 Call $255.00","BTC","1","$0.09","($9.00)"
"12/13/2022","12/13/2022","12/14/2022","TSLA","TSLA 12/30/2022 Call $245.00","BTC","1","$0.13","($13.00)"
"12/13/2022","12/13/2022","12/14/2022","TSLA","TSLA 12/30/2022 Call $250.00","BTC","1","$0.11","($11.00)"
"12/9/2022","12/9/2022","12/12/2022","HOOD","Option Expiration for HOOD 12/9/2022 Call $15.00","OEXP","1","",""
"12/6/2022","12/6/2022","12/6/2022","ARKG","Stock Lending","SLIP","","","$0.01"
"12/6/2022","12/6/2022","12/6/2022","COIN","Stock Lending","SLIP","","","$0.01"
"12/6/2022","12/6/2022","12/6/2022","","ACH Deposit","ACH","","","$2,000.00"
"12/5/2022","12/5/2022","12/6/2022","TSLA","TSLA 12/30/2022 Put $145.00","STO","1","$1.17","$116.98"
"12/2/2022","12/2/2022","12/5/2022","TSLA","Option Expiration for TSLA 12/2/2022 Put $160.00","OEXP","1","",""
"11/30/2022","11/30/2022","11/30/2022","","Interest Payment","INT","","","$8.11"
"11/29/2022","11/29/2022","11/30/2022","TSLA","TSLA 12/30/2022 Call $245.00","STO","1","$0.83","$82.98"
"11/28/2022","11/28/2022","11/29/2022","TSLA","TSLA 12/30/2022 Call $255.00","STO","1","$0.59","$58.98"
"11/23/2022","11/23/2022","11/25/2022","TSLA","TSLA 12/30/2022 Call $250.00","STO","1","$0.64","$63.98"
"11/22/2022","11/22/2022","11/23/2022","TSLA","TSLA 12/2/2022 Call $250.00","BTC","1","$0.04","($4.00)"
"11/22/2022","11/22/2022","11/23/2022","TSLA","TSLA 12/2/2022 Call $245.00","BTC","1","$0.05","($5.00)"
"11/16/2022","11/16/2022","11/18/2022","TSLA","Tesla
CUSIP: 88160R101","Buy","1","$186.90","($186.90)"
"11/10/2022","11/10/2022","11/15/2022","ARKG","ARK Genomic Revolution ETF
CUSIP: 00214Q302","Sell","5","$33.30","$166.53"
"11/9/2022","11/9/2022","11/10/2022","TSLA","TSLA 12/2/2022 Call $245.00","STO","1","$0.73","$72.98"
"11/8/2022","11/8/2022","11/9/2022","ABCL","ABCL 12/16/2022 Call $18.00","STO","5","$0.15","$74.98"
"11/7/2022","11/7/2022","11/8/2022","TSLA","TSLA 12/2/2022 Call $250.00","STO","1","$1.10","$109.98"
"11/7/2022","11/7/2022","11/9/2022","TSLA","Tesla
CUSIP: 88160R101","Buy","1","$197.00","($197.00)"
